,id,place,speedrun_link,submitted_date,primary_time_seconds,real_time_seconds,player_id,player_name,player_country,platform,verified
298,z0je66jy,299,https://www.speedrun.com/sm64/runs/z0je66jy,2023-05-01T08:10:14Z,586.0,586.0,8geyv5pj,Jake64,United States,N64,Yes
299,yj21o73m,299,https://www.speedrun.com/sm64/runs/yj21o73m,2023-06-05T22:46:26Z,586.0,586.0,j4q1vpwx,shadowbear,Canada,N64,Yes
300,y6826w0z,301,https://www.speedrun.com/sm64/runs/y6826w0z,2025-12-19T20:41:03Z,587.0,587.0,81p6mnr8,LFS2001,Brazil,VC,Yes
301,z5pdrknm,302,https://www.speedrun.com/sm64/runs/z5pdrknm,2023-06-15T18:26:51Z,594.0,594.0,8r2ngoqx,reallifebutters,United States,N64,Yes
302,y28rnw9y,303,https://www.speedrun.com/sm64/runs/y28rnw9y,2025-08-19T20:59:03Z,595.0,595.0,1xyerv8r,Bobbykaze,Canada,N64,Yes
303,z08gj94m,304,https://www.speedrun.com/sm64/runs/z08gj94m,2025-04-10T16:42:41Z,597.0,597.0,8ee7z5p8,Freazun,France,EMU,Yes
304,mkqnvplm,305,https://www.speedrun.com/sm64/runs/mkqnvplm,2024-01-28T19:59:32Z,600.0,600.0,8vok3myx,Gritich,Esperanto,EMU,Yes
305,m79wxn9y,306,https://www.speedrun.com/sm64/runs/m79wxn9y,2017-10-03T13:04:02Z,606.0,606.0,dx35v6ej,MrMeanMoustache,Netherlands,N64,Yes
306,y40wd3qz,306,https://www.speedrun.com/sm64/runs/y40wd3qz,2025-10-24T15:23:54Z,606.0,606.0,j9kgpnv8,whataturtle,United States,N64,Yes
307,0znv5nlm,308,https://www.speedrun.com/sm64/runs/0znv5nlm,2016-06-28T22:18:32Z,609.0,609.0,qjn3egwx,Babass_21,France,N64,Yes
308,m7nre80z,309,https://www.speedrun.com/sm64/runs/m7nre80z,2024-07-03T23:45:43Z,613.0,613.0,xk3md7m8,The_H_Pandin,Spain,EMU,Yes
309,yl4v6pnm,310,https://www.speedrun.com/sm64/runs/yl4v6pnm,2018-08-12T23:17:53Z,614.0,614.0,68wgmkvx,Busbyy,Northern Ireland,N64,Yes
310,y998x1ky,310,https://www.speedrun.com/sm64/runs/y998x1ky,2021-06-10T00:57:53Z,614.0,614.0,8ge9k0rj,ryompt,United States,EMU,Yes
311,zq89xl8z,310,https://www.speedrun.com/sm64/runs/zq89xl8z,2024-04-25T03:12:28Z,614.0,614.0,8d0125lx,Vipexx64,Germany,EMU,Yes
312,y8od43nm,313,https://www.speedrun.com/sm64/runs/y8od43nm,2025-01-15T03:03:42Z,618.0,618.0,8r1gmg6j,Hansel_Panda,United States,EMU,Yes
313,y98oqr2z,314,https://www.speedrun.com/sm64/runs/y98oqr2z,2023-04-29T15:46:59Z,629.0,629.0,j2wrvyoj,Tanishy,Japan,VC,Yes
314,mrqv90dy,315,https://www.speedrun.com/sm64/runs/mrqv90dy,2018-01-14T19:41:30Z,630.0,630.0,1xyo4enj,chlidlunk,France,VC,Yes
315,jy9pdvm4,316,https://www.speedrun.com/sm64/runs/jy9pdvm4,,635.0,635.0,,,,N64,Yes
316,y21rj95z,317,https://www.speedrun.com/sm64/runs/y21rj95z,2020-02-04T07:59:38Z,636.0,636.0,qj2l346x,TheSimplePotato,United States,EMU,Yes
317,mkw61rxm,318,https://www.speedrun.com/sm64/runs/mkw61rxm,2025-09-07T19:29:11Z,639.0,639.0,j2q3k47j,Altaria26,United Kingdom,EMU,Yes
318,dy4n7qml,319,https://www.speedrun.com/sm64/runs/dy4n7qml,2024-04-17T14:37:08Z,640.0,640.0,,,,EMU,No
319,yvqkno6m,320,https://www.speedrun.com/sm64/runs/yvqkno6m,2022-03-20T05:26:14Z,648.0,648.0,jn3kg62x,GregoTheGreatest,United States,N64,Yes
320,yop36p7m,321,https://www.speedrun.com/sm64/runs/yop36p7m,2022-05-03T18:35:36Z,655.0,655.0,xz79p1nj,tanepota,Japan,N64,Yes
321,mrk7x62y,322,https://www.speedrun.com/sm64/runs/mrk7x62y,2020-06-09T19:29:34Z,657.0,657.0,v81eydrj,Minelover,United States,EMU,Yes
322,y2kg01wy,323,https://www.speedrun.com/sm64/runs/y2kg01wy,2023-12-09T15:22:35Z,663.0,663.0,8lrkpl78,welfare_ninja,Canada,EMU,Yes
323,nz1vngze,324,https://www.speedrun.com/sm64/runs/nz1vngze,,664.0,664.0,,,,N64,No
324,me2dn19m,325,https://www.speedrun.com/sm64/runs/me2dn19m,2025-08-25T23:16:31Z,665.0,665.0,j0gp1q4x,Woissil,France,EMU,Yes
325,ywrjegnm,326,https://www.speedrun.com/sm64/runs/ywrjegnm,2023-06-19T18:16:58Z,667.0,667.0,98rzr0gx,Shadow64,United Kingdom,N64,Yes
326,z51179em,327,https://www.speedrun.com/sm64/runs/z51179em,2018-06-25T20:13:34Z,669.0,669.0,18vr2m5x,GameShark,Netherlands,N64,Yes
327,y6n47w6z,328,https://www.speedrun.com/sm64/runs/y6n47w6z,2022-03-16T14:58:27Z,670.0,670.0,86nz1n0x,3DMan06,Germany,EMU,No
328,yvpxwd6y,328,https://www.speedrun.com/sm64/runs/yvpxwd6y,2023-07-29T09:12:07Z,670.0,670.0,8w1rr94x,sanj,Canada,EMU,Yes
329,yw1w733z,330,https://www.speedrun.com/sm64/runs/yw1w733z,2018-02-17T11:36:01Z,678.0,678.0,,,,N64,No
330,1zqpv9ml,331,https://www.speedrun.com/sm64/runs/1zqpv9ml,,681.0,681.0,v8lo348m,Pokeblok,New Zealand,EMU,Yes
331,m7og5xwy,332,https://www.speedrun.com/sm64/runs/m7og5xwy,2024-07-27T21:48:28Z,689.0,689.0,j03l129j,Meader,United States,N64,Yes
332,y47l47ky,333,https://www.speedrun.com/sm64/runs/y47l47ky,2021-10-19T06:03:10Z,692.0,692.0,jn3kg62x,GregoTheGreatest,United States,VC,Yes
333,emko1vz6,334,https://www.speedrun.com/sm64/runs/emko1vz6,,693.0,693.0,kjp6pz58,Gana64,Japan,N64,No
334,z12e2pjy,334,https://www.speedrun.com/sm64/runs/z12e2pjy,2022-03-24T09:37:44Z,693.0,693.0,8r7zwndj,Ayushman4321,India,EMU,Yes
335,zq05dd1y,336,https://www.speedrun.com/sm64/runs/zq05dd1y,2022-03-08T00:34:16Z,696.0,696.0,18q6w4wj,Waterbird165,United States,N64,Yes
336,zn7669vm,336,https://www.speedrun.com/sm64/runs/zn7669vm,2022-03-15T03:47:56Z,696.0,696.0,j0vkm73x,druz,United States,EMU,Yes
337,yjed6rom,338,https://www.speedrun.com/sm64/runs/yjed6rom,2025-02-03T13:51:06Z,701.0,701.0,8w0g1glj,yaranaioo13,Japan,VC,Yes
338,yj7poeny,339,https://www.speedrun.com/sm64/runs/yj7poeny,2025-12-01T02:48:06Z,707.0,707.0,xk3ddzm8,lazycaps,United States,N64,Yes
339,y4j7gqqy,340,https://www.speedrun.com/sm64/runs/y4j7gqqy,2025-01-19T09:14:51Z,709.0,709.0,8qrrp27j,TedFeds,United States,EMU,Yes
340,9mr0g6gm,341,https://www.speedrun.com/sm64/runs/9mr0g6gm,2016-11-07T00:34:19Z,716.0,716.0,zx7q2pv8,Beck,United States,VC,Yes
341,mr1lj5dz,342,https://www.speedrun.com/sm64/runs/mr1lj5dz,2021-06-07T21:40:40Z,720.0,720.0,8l0g37v8,dokokoko,,EMU,Yes
342,6yj25p7m,343,https://www.speedrun.com/sm64/runs/6yj25p7m,2016-06-11T15:51:30Z,722.0,722.0,qxk40p9j,Kiriplant,Australia,VC,Yes
343,mk0ollxz,344,https://www.speedrun.com/sm64/runs/mk0ollxz,2023-07-29T09:50:38Z,734.0,734.0,81qrwmpj,Aslan61,Germany,N64,Yes
344,mk8nxr3m,345,https://www.speedrun.com/sm64/runs/mk8nxr3m,2021-01-04T06:08:20Z,742.0,742.0,jmpl1doj,GnarlyBobMarley,United States,N64,No
345,z051n58m,346,https://www.speedrun.com/sm64/runs/z051n58m,2020-04-19T16:31:41Z,747.0,747.0,qxkz2mmx,simesaba0708,Japan,N64,Yes
346,y281569y,347,https://www.speedrun.com/sm64/runs/y281569y,2025-05-09T19:51:28Z,768.0,768.0,xkp9696j,Carlo64,Norway,N64,Yes
347,9mr0x2mq,348,https://www.speedrun.com/sm64/runs/9mr0x2mq,,778.0,778.0,,,,N64,Yes
348,zqp5k28m,349,https://www.speedrun.com/sm64/runs/zqp5k28m,2025-08-15T20:35:21Z,785.0,785.0,jp4q645j,GoodGrieth,,N64,Yes
349,m723dn9z,350,https://www.speedrun.com/sm64/runs/m723dn9z,2023-02-22T11:48:21Z,787.0,787.0,x3349pqx,yuniruyuni,Japan,VC,Yes
350,y6jwvdjm,351,https://www.speedrun.com/sm64/runs/y6jwvdjm,2025-08-25T09:55:48Z,795.0,795.0,8l35dzl8,KalasLawliet,France,N64,Yes
351,mrl623gm,352,https://www.speedrun.com/sm64/runs/mrl623gm,2023-06-23T01:46:56Z,796.0,796.0,86vm37pj,sevenyoshi,United States,N64,Yes
352,kz5pgkjm,353,https://www.speedrun.com/sm64/runs/kz5pgkjm,2016-06-23T21:07:22Z,799.0,799.0,kj96o2nj,bluntslide42,United States,VC,Yes
353,zpk85dvy,354,https://www.speedrun.com/sm64/runs/zpk85dvy,2025-01-20T22:58:23Z,811.0,811.0,8qr5nl0j,SullyLikesBigChungus,United States,EMU,Yes
354,z1lr7egm,355,https://www.speedrun.com/sm64/runs/z1lr7egm,2023-06-12T20:14:55Z,814.0,814.0,8q316z7j,dista,United States,N64,Yes
355,y6qlpgpz,356,https://www.speedrun.com/sm64/runs/y6qlpgpz,2023-09-24T20:57:45Z,815.0,815.0,81m4wnq8,LameOH,United States,EMU,Yes
356,1zxjxqyx,357,https://www.speedrun.com/sm64/runs/1zxjxqyx,,817.0,817.0,,,,N64,No
357,y230r29m,358,https://www.speedrun.com/sm64/runs/y230r29m,2017-10-09T22:46:21Z,825.0,825.0,7j4075l8,DFGBen,Germany,VC,Yes
358,mrl4wg7m,359,https://www.speedrun.com/sm64/runs/mrl4wg7m,2023-06-07T06:41:56Z,830.0,830.0,xy5g6zv8,Nation_LIVE,United States,N64,Yes
359,y6jjplpm,360,https://www.speedrun.com/sm64/runs/y6jjplpm,2025-08-10T07:47:36Z,843.0,843.0,jn29o0wj,NMSpeedruns,United States,VC,Yes
360,zgedl2ny,361,https://www.speedrun.com/sm64/runs/zgedl2ny,2023-06-23T04:28:12Z,857.0,857.0,j20qnrlx,MrFroggy,United States,EMU,Yes
361,yjx7ngnz,362,https://www.speedrun.com/sm64/runs/yjx7ngnz,2022-03-10T04:47:08Z,891.0,891.0,jp4y0g2j,ooferboi_69,United States,N64,Yes
362,zx39x7ez,363,https://www.speedrun.com/sm64/runs/zx39x7ez,2023-04-28T00:45:13Z,897.0,897.0,x3qm31kj,ARCANELOUS,Switzerland,N64,Yes
363,z0ok0oez,364,https://www.speedrun.com/sm64/runs/z0ok0oez,2022-03-08T23:20:42Z,918.0,918.0,8gee7n7j,LxqZach,Germany,N64,Yes
364,zpx0wdvm,365,https://www.speedrun.com/sm64/runs/zpx0wdvm,2024-07-19T14:41:09Z,1006.0,1006.0,8g51pypj,LinuxHater,Spain,EMU,Yes
365,m7o5no5y,366,https://www.speedrun.com/sm64/runs/m7o5no5y,2024-08-04T05:16:08Z,1034.0,1034.0,8q34l9oj,LFoxy,,N64,Yes
366,kz5lggyr,367,https://www.speedrun.com/sm64/runs/kz5lggyr,,1041.0,1041.0,,,,N64,No
367,mk145ely,368,https://www.speedrun.com/sm64/runs/mk145ely,2024-07-13T04:11:40Z,1046.0,1046.0,18q3y4oj,Saria_100,United States,N64,Yes
368,ylp34l3m,369,https://www.speedrun.com/sm64/runs/ylp34l3m,2024-11-27T05:24:33Z,1061.0,1061.0,86vmlw5j,Clanner_,Canada,VC,Yes
369,yd4jjxjy,370,https://www.speedrun.com/sm64/runs/yd4jjxjy,2025-07-15T08:20:42Z,1098.0,1098.0,18v747n8,Bubzia,Germany,VC,No
370,m7wjqg9z,371,https://www.speedrun.com/sm64/runs/m7wjqg9z,2022-03-11T04:37:25Z,1101.0,1101.0,86vm37pj,sevenyoshi,United States,EMU,Yes
371,z5pv69nm,372,https://www.speedrun.com/sm64/runs/z5pv69nm,2023-06-24T00:44:17Z,1183.0,1183.0,jn3kg62x,GregoTheGreatest,United States,EMU,Yes
372,m300dd4m,373,https://www.speedrun.com/sm64/runs/m300dd4m,2024-05-12T22:16:32Z,1202.0,1202.0,zxzz9vex,Scrimsion,United States,EMU,Yes
373,yo6dpl0y,374,https://www.speedrun.com/sm64/runs/yo6dpl0y,2021-09-17T21:06:38Z,1243.0,1243.0,18vdp928,FrostySeason,Sweden,EMU,Yes
374,m7e5rxez,375,https://www.speedrun.com/sm64/runs/m7e5rxez,2025-01-04T14:29:37Z,1264.0,1264.0,8go0g47x,Poloms,France,EMU,Yes
375,yo83rw7z,376,https://www.speedrun.com/sm64/runs/yo83rw7z,2026-03-16T14:43:39Z,1365.0,1365.0,jo35vg3j,_gabby_,Italy,EMU,Yes
376,zq79dprm,377,https://www.speedrun.com/sm64/runs/zq79dprm,2022-06-04T22:53:04Z,1388.0,1388.0,0jmw6wex,Bombs,United States,N64,Yes
377,0y6n316z,378,https://www.speedrun.com/sm64/runs/0y6n316z,2016-01-03T07:24:11Z,1474.0,1474.0,zxz97kn8,Drogie,Switzerland,N64,Yes
378,y48vvxdm,379,https://www.speedrun.com/sm64/runs/y48vvxdm,2022-03-15T02:33:02Z,1481.0,1481.0,8qrldp7j,Amahumahaba,United States,N64,Yes
379,mk0k4w3z,380,https://www.speedrun.com/sm64/runs/mk0k4w3z,2023-06-25T10:17:59Z,1501.0,1501.0,8dw231lj,Snepy,Chile,N64,Yes
380,y8jn8gnz,381,https://www.speedrun.com/sm64/runs/y8jn8gnz,2022-03-07T03:05:31Z,1508.0,1508.0,j03z503j,Taki,Canada,N64,No
381,yw4jx19z,382,https://www.speedrun.com/sm64/runs/yw4jx19z,2019-09-21T02:59:53Z,1576.0,1576.0,qj2rw3ox,iZePlayz,Germany,EMU,Yes
382,m3vvvxqz,383,https://www.speedrun.com/sm64/runs/m3vvvxqz,2025-08-14T10:19:16Z,1739.0,1739.0,jo1oy1ex,yellowdice,Australia,EMU,Yes
383,zxl5e7qz,384,https://www.speedrun.com/sm64/runs/zxl5e7qz,2022-03-10T05:53:48Z,2368.0,2368.0,j92zg478,Bailey_sm64,United States,N64,Yes
384,mk0gn81z,385,https://www.speedrun.com/sm64/runs/mk0gn81z,2023-06-13T02:58:50Z,2600.0,2600.0,7j4975w8,mashSRL,Germany,N64,Yes
385,y4gp7w3y,386,https://www.speedrun.com/sm64/runs/y4gp7w3y,2023-04-18T17:01:46Z,2706.0,2706.0,qxk59y7x,KingToad64,France,EMU,No
386,me3elj9z,387,https://www.speedrun.com/sm64/runs/me3elj9z,2022-06-09T20:50:07Z,2863.0,2863.0,j5vgmmg8,Hendyman,Germany,EMU,Yes
387,y9lwvwny,388,https://www.speedrun.com/sm64/runs/y9lwvwny,2022-03-07T03:08:25Z,2969.0,2969.0,1xyky4n8,thags15,United States,N64,Yes
388,y60x381y,389,https://www.speedrun.com/sm64/runs/y60x381y,2022-06-02T04:20:23Z,3877.0,3877.0,kjpoery8,Falcon,Canada,N64,Yes
389,ydgxv7qy,390,https://www.speedrun.com/sm64/runs/ydgxv7qy,2023-04-08T14:45:58Z,4368.0,4368.0,zxzpmmnj,MiT_Epona,South Korea,N64,Yes
390,z11970jz,391,https://www.speedrun.com/sm64/runs/z11970jz,2019-01-19T00:37:39Z,4469.0,4469.0,zxznzp0x,SmallAnt,Canada,N64,Yes
391,m722564z,392,https://www.speedrun.com/sm64/runs/m722564z,2023-02-10T20:21:34Z,5265.0,5265.0,j0n10kw8,jaquarium,United States,N64,Yes
392,y2n9e8jy,393,https://www.speedrun.com/sm64/runs/y2n9e8jy,2024-11-30T05:05:46Z,6479.0,6479.0,8rp6e3dj,ThePKing,United States,VC,Yes
393,m362v0dm,394,https://www.speedrun.com/sm64/runs/m362v0dm,2022-03-09T00:49:43Z,6545.0,6545.0,1xy1oozx,ringo792,United States,N64,Yes
394,m33lv24m,395,https://www.speedrun.com/sm64/runs/m33lv24m,2022-06-11T00:58:41Z,8827.0,8827.0,j4rlpz58,Gloupi,Switzerland,VC,Yes
395,m7j9080m,396,https://www.speedrun.com/sm64/runs/m7j9080m,2026-02-24T20:27:38Z,12946.0,12946.0,qjn5rg1j,Leupho,France,N64,Yes
